machine_id,auc_score
machine-3-1,0.9424602891943872
machine-3-2,0.6905187110155365
machine-3-3,0.9233248470930676
machine-3-4,0.8462558743948244
machine-3-5,0.7536982088908071
machine-3-6,0.9860358880901198
machine-3-7,0.8501113819972272
machine-3-8,0.8610882558000823
machine-3-9,0.9094901340976055
machine-3-10,0.8796801567748587
